Paper ID,Hypothesis ID,Hypothesis,Dependent Variable,Sub-Sub-Category,Sub-Category,Main DV Category,Effect On,subj/obj evaluation,Independent Variable (evaluated),Independent Variables (compared),Comparison Type,Result,Explanation ID Evaluated,Explanation ID Compared,Related user study ID,"Explanation Modalities evaluated (display, focus, interactivity, explanation type)","Explanation Generation Evaluated (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)","Explanation Modalities Compared (display, focus, interactivity, explanation type)","Explanation Generation Compared (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)"
62,62.026,"The main effects of feature type and output modality were not significant, p > 0.05.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,textual explanations,vocal explanations,internal explanation,not found,"62.01, 62.02, 62.03, 62.04, 62.05, 62.06, 62.07, 62.08, 62.09, 62.10, 62.11, 62.12","62.13, 62.14, 62.15, 62.16, 62.17, 62.18, 62.19, 62.20, 62.21, 62.22, 62.23, 62.24",62.2,"textual, output, static, local",not mentioned/mockup,"textual or audio, output, static, local",not mentioned/mockup
62,62.009,"In the text condition, participants were more satisfied with the recommender systems providing the contextrelevant explanations than those providing the context-irrelevant explanations, F(1,119) = 23.29, p < 0.001, η2 p = 0.16.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,text-based context-relevant explanations,text-based context-irrelevant explanations,internal explanation,found,"62.07, 62.08, 62.09, 62.10, 62.11, 62.12","62.01, 62.02, 62.03, 62.04, 62.05, 62.06",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
62,62.010,"In the voice condition, no significant effect was found, p > 0.05.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,voice-based context-relevant explanations,voice-based context-irrelevant explanations,internal explanation,not found,"62.19, 62.20, 62.21, 62.22, 62.23, 62.24","62.13, 62.14, 62.15, 62.16, 62.17, 62.18",62.2,"audio, output, static, local",not mentioned/mockup,"audio, output, static, local",not mentioned/mockup
62,62.011,"In the text condition, users were more satisfied with the recommender systems providing the 3-feature and 4-feature explanations than those providing the 2-feature explanations, F(2,118) = 42.35, p < 0.001, η2 p = 0.42.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,text-based 3-feature explanations,text-based 2-feature explanations,internal explanation,found,"62.03, 62.04, 62.09, 62.10","62.01, 62.02, 62.07, 62.08",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
62,62.027,"In the text condition, users were more satisfied with the recommender systems providing the 3-feature and 4-feature explanations than those providing the 2-feature explanations, F(2,118) = 42.35, p < 0.001, η2 p = 0.42.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,text-based 4-feature explanations,text-based 2-feature explanations,internal explanation,found,"62.05, 62.06, 62.11, 62.12","62.01, 62.02, 62.07, 62.08",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
62,62.012,"In the voice condition, there was no significant effect, p > 0.05.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,voice-based 3-feature explanations,voice-based 2-feature explanations,internal explanation,not found,"62.15, 62.16, 62.21, 62.22","62.13, 62.14, 62.19, 62.20",62.2,"audio, output, static, local",not mentioned/mockup,"audio, output, static, local",not mentioned/mockup
62,62.028,"In the voice condition, there was no significant effect, p > 0.05.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,voice-based 4-feature explanations,voice-based 2-feature explanations,internal explanation,not found,"62.17, 62.18, 62.23, 62.24","62.13, 62.14, 62.19, 62.20",62.2,"audio, output, static, local",not mentioned/mockup,"audio, output, static, local",not mentioned/mockup
62,62.013,"In the text condition, participants were more satisfied with the recommender systems providing the two-sided explanations than those providing the pure positive explanations in 2-feature condition, F(1,119) = 11.33, p < 0.001, η2 p = 0.09.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,textual two-sided explanations with 2 features,textual one-sided explanations with 2 features,internal explanation,found,"62.02, 62.08","62.01, 62.07",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
62,62.029,"But the effects in 3-feature [F(1,119) = 0.14, p = 0.71, η2 p = 0.00] and 4-feature conditions [F(1,119) = 0.66, p = 0.42, η2 p = 0.01] were not significant.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,textual two-sided explanations with 3 features,textual one-sided explanations with 3 features,internal explanation,not found,"62.04, 62.10","62.03, 62.09",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
62,62.030,"But the effects in 3-feature [F(1,119) = 0.14, p = 0.71, η2 p = 0.00] and 4-feature conditions [F(1,119) = 0.66, p = 0.42, η2 p = 0.01] were not significant.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,textual two-sided explanations with 4 features,textual one-sided explanations with 4 features,internal explanation,not found,"62.06, 62.12","62.05, 62.11",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
62,62.014,"In the voice condition, no significant effect was found, p > 0.05.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,vocal two-sided explanations with 2 features,vocal one-sided explanations with 2 features,internal explanation,not found,"62.14, 62.20","62.13, 62.19",62.2,"audio, output, static, local",not mentioned/mockup,"audio, output, static, local",not mentioned/mockup
62,62.031,"In the voice condition, no significant effect was found, p > 0.05.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,vocal two-sided explanations with 3 features,vocal one-sided explanations with 3 features,internal explanation,not found,"62.16, 62.22","62.15, 62.21",62.2,"audio, output, static, local",not mentioned/mockup,"audio, output, static, local",not mentioned/mockup
62,62.032,"In the voice condition, no significant effect was found, p > 0.05.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,vocal two-sided explanations with 4 features,vocal one-sided explanations with 4 features,internal explanation,not found,"62.18, 62.24","62.17, 62.23",62.2,"audio, output, static, local",not mentioned/mockup,"audio, output, static, local",not mentioned/mockup
62,62.015,"In the text condition, participants were more satisfied with the recommender systems providing 3-feature and 4-feature explanations than those providing the 2-feature explanations in pure positive condition, F(2,118) = 40.06, p < 0.001, η2 p = 0.40;",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,textual one-sided explanations with 3 features,textual one-sided explanations with 2 features,internal explanation,found,"62.03, 62.09","62.01, 62.07",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
62,62.033,"In the text condition, participants were more satisfied with the recommender systems providing 3-feature and 4-feature explanations than those providing the 2-feature explanations in pure positive condition, F(2,118) = 40.06, p < 0.001, η2 p = 0.40;",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,textual one-sided explanations with 4 features,textual one-sided explanations with 2 features,internal explanation,found,"62.05, 62.11","62.01, 62.07",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
62,62.016,"participants were more satisfied with the recommender systems providing 3-feature and 4-feature explanations than those providing 2-feature explanations in two-sided condition, F(2,118) = 14.11, p < 0.001, η2 p = 0.19.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,textual two-sided explanations with 4 features,textual two-sided explanations with 2 features,internal explanation,found,"62.06, 62.12","62.02, 62.08",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
62,62.034,"participants were more satisfied with the recommender systems providing 3-feature and 4-feature explanations than those providing 2-feature explanations in two-sided condition, F(2,118) = 14.11, p < 0.001, η2 p = 0.19.",satisfaction with recommender system,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,textual two-sided explanations with 3 features,textual two-sided explanations with 2 features,internal explanation,found,"62.04, 62.10","62.02, 62.08",62.2,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
